1A0030M0000254JSSQA2,,Angel,Hai,ahai@c360class.salesforce.com,+555 1 440 5456,,,,(415) 901-9040,The Landmark One Market St The Landmand,Dublin,CA,null,US,The Landmark One Market St The Landmand,Dublin,CA,null,US,1 MARKET ST,SAN FRANCISCO,CA,94105-1420,US,2016-01-11T08:31:30.000Z,
1A0030M000025LNgRQAW,,Angel,Hai,ahai@c360class.salesforce.com,449-996-9494,,,,,878 Lyster Rd,Highwood,IL,60040,US,878 Lyster Rd,Highwood,IL,60040,US,878 Lyster Rd,Highwood,IL,60040,US,2016-01-11T08:31:30.000Z,2017-06-13T16:11:08.000Z
1A0033000000vo12bAAA,,Angel,Hai,angel.hai@xerox.com,(545) 495-9446,,,,905-964-5914,,,NY,14624,US,800 Long Ridge Rd.,Stamford,CT,6904,US,45 Glover Ave,Norwalk,CT,06850-1203,US,2016-01-11T08:31:30.000Z,
1A00330000010YIfBAAW,,Angel,Hai,ahai@c360class.salesforce.com,(545) 590-9594,,,,415-901-9040,The Landmark at One Market Suite 300,San Francisco,CA,94105,US,The Landmark at One Market Suite 300,San Francisco,CA,94105,US,The Landmark at One Market Suite 300,San Francisco,CA,94105,US,2011-10-19T21:21:31.000Z,2012-11-02T05:57:10.000Z
1A00330000010YXPXAA4,,Angel,Hai,ahai@c360class.salesforce.com,(545) 590-9594,1545590-9594,,,+1.415.901.9040,n/a - will be employee's home address,Remote,New York,99999,US,1 Market St,SAN FRANCISCO,CA,94105,US,One SW Columbia Street,Portland,OR,97258,US,2012-11-02T05:57:10.000Z,2016-01-11T08:31:30.000Z
1A00330000011DhJjAAK,,Angel,Hai,ahai@c360class.salesforce.com,(501) 954-9994,,,,415-901-9040,,,NY,14559-2082,,The Landmark at One Market Suite 300,San Francisco,CA,94105,US,The Landmark at One Market Suite 300,San Francisco,CA,94105,US,2016-01-11T08:31:30.000Z,2017-06-13T16:11:08.000Z
1A00330000014CLBnAAO,,Angel,Hai,ahai@c360class.salesforce.com,,,,,,,,,,US,,,,,US,,,,,US,2011-10-19T21:21:31.000Z,
1A0033000001ANIZWAA5,,Angel,Hai,ahai@c360class.salesforce.com,,,,,,,,,null,US,,,,,US,,,,,US,2012-11-02T05:57:10.000Z,
1A0033000001Co37MAAR,,Angel,Hai,ahai@c360class.salesforce.com,,,,,,,,,,US,,,,,US,,,,,US,2016-01-11T08:31:30.000Z,
1A0033000001DImfxAAD,,Angel,Hai,ahai@c360class.salesforce.com,+1.415.901.9000,,,,,,,,null,US,,,,,US,1 Market Ste 300,San Francisco,CA,94105-5188,US,2011-10-19T21:21:31.000Z,
1A0033000001e3URwAAM,,Angel,Hai,ahai@ves.pilotddc.com,(904) 506-9000,,,,,1 Verizon Way,Basking Ridge,NJ,7920,US,1 Verizon Way,Basking Ridge,NJ,7920,US,Verizon Way,Basking Ridge,NJ,7920,US,2011-10-19T21:21:31.000Z,
1A0033000001ebZEMAA2,,Angel,Hai,ahai@c360class.salesforce.com,,,,,,,,CA,94105,US,,,,,,,,,,,2012-11-02T05:57:10.000Z,2016-01-11T08:31:30.000Z
1A0033000001Et09sAAB,,Angel,Hai,ahai@c360class.salesforce.com,,,,,,,,,,,,,,,,,,,,,2016-01-11T08:31:30.000Z,
1A0033000001EuHmpAAF,,Angel,Hai,ahai@c360class.salesforce.com,,,,,,,,,,,,,,,,,,,,,2011-10-19T21:21:31.000Z,
1A0033000001h82HrAAI,,Angel,Hai,ahai@c360class.salesforce.com,,,,,,,,ca,94105,US,,,ca,94105,US,,,ca,94105,US,2011-10-19T21:21:31.000Z,
1A0033000001hkOjWAAU,,Angel,Hai,ahai@c360class.salesforce.com,,,,,,,,,,,,,,,,,,,,,2012-11-02T05:57:10.000Z,2016-01-11T08:31:30.000Z
1A0033000001hlAIDAA2,,Angel,Hai,ahai@c360class.salesforce.com,,,,,,,,CA,94105,US,,,,,,,,,,,2016-01-11T08:31:30.000Z,2017-06-13T16:11:08.000Z
1A0033000001Hx0ZpAAJ,,Angel,Hai,ahai@c360class.salesforce.com,545-549-9416,,,,,,,ca,14559,US,,,ca,14559,US,,,ca,14559,US,2012-11-02T05:57:10.000Z,
1A0033000001jJiaBAAS,,Angel,Hai,ahai@c360class.salesforce.com,,,,,,,,CA,94105,US,,,,,,,,,,,2011-10-19T21:21:31.000Z,2017-06-13T16:11:08.000Z
1A0033000001mNeoqAAC,,Angel,Hai,ahai@c360class.salesforce.com,,,,,,,,CA,94105,US,,,,,,,,,,,2012-11-02T05:57:10.000Z,2017-06-13T16:11:08.000Z
1A0033000001nU3nwAAC,,Angel,Hai,ahai@c360class.salesforce.com,,,,,,,,CA,94105,US,,,,,,,,,,,2016-01-11T08:31:30.000Z,2017-06-13T16:11:08.000Z
1A0033000001pCL0BAAW,,Angel,Hai,ahai@c360class.salesforce.com,,,,,,,,CA,94105,US,,,,,,,,,,,2011-10-19T21:21:31.000Z,2017-06-13T16:11:08.000Z
1A0033000001pt80yAAA,,Angel,Hai,ahai@c360class.salesforce.com,,,,,,,,CA,94105,US,,,,,,,,,,,2012-11-02T05:57:10.000Z,2017-06-13T16:11:08.000Z
1A0033000001ptHHhAAM,,Angel,Hai,ahai@c360class.salesforce.com,,,,,,,,CA,94105,US,,,,,US,,,,,US,2016-01-11T08:31:30.000Z,2017-06-13T16:11:08.000Z
1A0033000001Qm8icAAB,,Angel,Hai,ahai@c360class.salesforce.com,,,,,,,,,,,,,,,,,,,,,2011-10-19T21:21:31.000Z,2017-06-13T16:11:08.000Z
1A0033000001rgremAAA,,Angel,Hai,ahai@c360class.salesforce.com,(545) 590-9594,,,,,,,,,US,,,,,US,,,,,US,2012-11-02T05:57:10.000Z,2017-06-13T16:11:08.000Z
1A0033000001u0BglAAE,,Angel,Hai,ahai@c360class.salesforce.com,,,,,,,,California,94105,US,,,,,,,,,,,2011-10-19T21:21:31.000Z,2017-06-13T16:11:08.000Z
1A0033000001ZsblvAAB,,Angel,Hai,ahai@c360class.salesforce.com,,,,,,,,,,US,1 Market St,San Francisco,CA,94105,US,1 Market St,San Francisco,CA,94105-1420,US,2012-11-02T05:57:10.000Z,2016-01-11T08:31:30.000Z
2M0030M00001zbnWOQAY,,Marty,Solorio,msolorio@c360class.salesforce.com,,,,,,,,CA,94105,US,,,CA,94105,US,,,CA,94105,US,2011-10-19T21:21:31.000Z,2016-09-20T17:56:31.000Z
2M0033000000P1r6nAAB,,Marty,Solorio,marty@gene.com,(650) 995-5991,,,,,,,CA,94080,US,1 DNA Way,South San Francisco,CA,94080-4990,US,1 DNA WAY,SOUTH SAN FRANCISCO,CA,94080-4918,US,2007-04-17T22:50:54.000Z,2017-03-10T14:29:47.000Z
2M0033000000rJKkFAAW,,Marty,Solorio,marty@gene.com,650-995-1000,,,,,,,ca,94080,US,1 DNA Street,South San Francisco,CA,94080,US,1 Dna Way,South San Francisco,CA,94080,US,2011-05-19T21:40:40.000Z,2017-11-07T00:33:49.000Z
2M00330000013dHNuAAM,,Marty,Solorio,dataguy@gmail.com,(501) 954-9994,,,,415-901-9040,The Landmark at One Market Suite 300,San Francisco,CA,94105,US,The Landmark at One Market Suite 300,San Francisco,CA,94105,US,The Landmark at One Market Suite 300,San Francisco,CA,94105,US,2012-11-02T05:57:10.000Z,2016-09-20T17:56:31.000Z
2M00330000014By0vAAC,,Marty,Solorio,msolorio@c360class.salesforce.com,,,,,,1 Market Street,San Francisco,California,94105,US,1 Market St,SAN FRANCISCO,CA,94105,US,One SW Columbia Street,Portland,OR,97258,US,2011-11-22T13:00:36.000Z,2017-11-03T21:47:02.000Z
2M00330000014ocDlAAI,,Marty,Solorio,msolorio@c360class.salesforce.com,(501) 954-9994,,,,415-901-9040,The Landmark at One Market Suite 300,San Francisco,CA,94105,US,The Landmark at One Market Suite 300,San Francisco,CA,94105,US,The Landmark at One Market Suite 300,San Francisco,CA,94105,US,2014-01-06T18:14:36.000Z,2016-09-20T17:56:31.000Z
2M0033000001p9bwJAAQ,,Marty,Solorio,msolorio@c360class.salesforce.com,,,,,,,,XX,99999,US,,,,,,,,,,,2015-04-13T17:36:51.000Z,2015-12-20T13:07:59.000Z
2M0033000001p9VMDAA2,,Marty,Solorio,msolorio@c360class.salesforce.com,,,,,,,,,,US,,,,,,,,,,,2015-04-13T03:13:29.000Z,2017-05-27T00:40:56.000Z
2M0033000001SqnI7AAJ,,Marty,Solorio,msolorio@c360class.salesforce.com,,(650) 454-9450,,,,n/a - will be employee_ï¾„ï¾Žs home address,Remote,CA,94104,USA,The Landmark at One Market Suite 300,San Francisco,CA,94105,US,The Landmark at One Market Suite 300,San Francisco,CA,94105,US,2012-09-24T07:16:28.000Z,2017-04-25T18:54:13.000Z
3K0030M00001y9WikQAE,,Keola,Abate,kabate@c360class.salesforce.com,TBD,,,,,16-24 North Meridian Street,Indianapolis,Indiana,46204,US,1 Market St,SAN FRANCISCO,CA,94105,US,One SW Columbia Street,Portland,OR,97258,US,2016-05-23T07:17:51.000Z,2017-01-01T23:39:57.000Z
3K0030M00001zBa4QQAS,,Keola,Abate,abate20@purdue.edu,9656591504,,,,,,,IN,null,US,401 Grant,West Lafayette,IN,47907,US,401 Grant,West Lafayette,IN,47907,US,2016-09-07T17:44:42.000Z,2017-10-20T17:31:17.000Z
3K0030M000023t9w5QAA,,Keola,Abate,keola.abate@c360class.salesforce.com,TBD,,,,,1 Market Street,San Francisco,California,94105,US,1 Market St,SAN FRANCISCO,CA,94105,US,One SW Columbia Street,Portland,OR,97258,US,2017-06-13T16:11:08.000Z,2017-11-09T04:07:36.000Z
4N0030M00001u2BxJQAU,,Nhia,Lee,nhia.lee@c360class.salesforce.com,TBD,,,,,1 Market Street,San Francisco,California,94105,US,1 Market St,SAN FRANCISCO,CA,94105,US,One SW Columbia Street,Portland,OR,97258,US,2016-06-13T07:32:35.000Z,2017-11-11T13:30:53.000Z
4N0030M0000253eAYQAY,,Nhia,Lee,nhia.lee@c360class.salesforce.com,+555 1 440 5456,,,,(415) 901-9040,The Landmark One Market St The Landmand,Dublin,CA,null,US,The Landmark One Market St The Landmand,Dublin,CA,null,US,1 MARKET ST,SAN FRANCISCO,CA,94105-1420,US,2017-09-26T22:05:51.000Z,2017-09-26T22:05:51.000Z
4N0033000000WvOvlAAF,,Nhia,Lee,n.lee@bebe.com,+1.415.915.5900 x4519,,,,(415) 915-5959,400 Valley Dr,Brisbane,CA,94005-1210,US,400 Valley Dr,Brisbane,CA,94005-1210,US,400 VALLEY DR,BRISBANE,CA,94005-1210,US,2009-07-01T16:47:53.000Z,2017-11-15T08:13:10.000Z
5TT0030M00001zr7axQAA,,Chris,B,cburtt@c360class.salesforce.com,591-999-9544,,,,,,,,,US,,Clifton,VA,20124,US,,Clifton,VA,20124,US,2016-10-15T00:19:08.000Z,2017-05-26T01:28:34.000Z
5TT0033000001nI0gHAAS,,Christopher,Burtt,cburtt@c360class.salesforce.com,,,,,,n/a - will be employee's home address,Remote,Florida,99999,US,1 Market St,SAN FRANCISCO,CA,94105,US,One SW Columbia Street,Portland,OR,97258,US,2015-04-13T09:12:45.000Z,2017-11-04T05:23:01.000Z
5TT0033000000xPhwGAAS,,Chris,Burtt,chris.burtt@lexisnexis.com,(444) 696-4649,,,,,,,,null,US,9443 Springboro Pike,Miamisburg,OH,45342-5490,US,9443 SPRINGBORO PIKE,MIAMISBURG,OH,45342-5490,US,2011-08-05T17:49:55.000Z,2017-10-24T01:56:17.000Z
5TT0033000000xRJX9AAO,,Chris,Burtt,christopher.burtt@lexisnexis.com,+1 444-696-4649,,,,,,,FL,80302,US,313 Autumn Street,Newtown,VIC,3220,AU,313 Autumn Street,Newtown,VIC,3220,AU,2011-08-09T08:22:51.000Z,2017-02-12T21:42:41.000Z
5TT0033000001hUtXCAA0,,Chris,Burtt,chrisb@edentech.net,610-400-1565,,,,,509 Mark Lane,Downingtown,PA,19335,US,"761 W. Sproul Road, #226",Springfield,PA,19064,US,761 W SPROUL RD # 226,SPRINGFIELD,PA,19064-1215,US,2014-04-01T19:24:40.000Z,2017-03-13T02:10:40.000Z
5TT0033000001fl7y5AAA,,Christopher,Burtt,chrisb@edentech.net,(610) 604-5590,,,,,,,PA,19335,US,"761 W. Sproul Road, #226",Springfield,PA,19064,US,761 W SPROUL RD # 226,SPRINGFIELD,PA,19064-1215,US,2014-01-06T18:14:36.000Z,2016-09-20T17:56:31.000Z
6AK0033000000kv7TRAAY,,Amaan,Vaughn,avaughn@c360class.salesforce.com,+1 (415) 556-4549,,,,,1 Market Street,San Francisco,California,94105,US,1 Market St,SAN FRANCISCO,94105,CA,US,One SW Columbia Street,Portland,OR,97258,US,2010-11-04T01:35:08.000Z,2017-11-04T04:28:53.000Z
6AK0033000001sn2HgAAI,,Amaan,Vaughn,vaughnamaan@gmail.com,,,,,,,,,,US,,,,,,,,,,,2015-10-18T04:13:49.000Z,2017-06-03T01:07:07.000Z
6AN0033000001nGuufAAC,,Aadhavan,Ramesh,aadhavan.ramesh@c360class.salesforce.com,TBD,,,,,1 Market Street,San Francisco,California,94105,US,1 Market St,SAN FRANCISCO,CA,94105,US,One SW Columbia Street,Portland,OR,97258,US,2015-03-11T23:07:12.000Z,2017-11-03T22:27:11.000Z
7F0033000001d9j4dAAA,,Firas,Cisar,fcisar@c360class.salesforce.com,,,,,,,,CA,94105,US,,,,,US,,,,,US,2013-10-09T17:11:48.000Z,2017-03-12T21:27:48.000Z
7F0033000001Zu7Y6AAJ,,Firas,Cisar,fcisar@c360class.salesforce.com,+1 (415) 549-9599,,,,,n/a - will be employee's home address,Remote,Florida,99999,US,1 Market St,SAN FRANCISCO,CA,94105,US,One SW Columbia Street,Portland,OR,97258,US,2013-04-25T00:34:41.000Z,2017-11-04T05:50:37.000Z
